district,population,health_score
Gasabo,101587,84.9709862496207
Gasabo,118390,59.34855265281576
Gasabo,100043,69.25791952112071
Gasabo,468967,54.97787890288491
Gasabo,277611,64.8791654294004
Gasabo,382729,58.10451268656515
Gasabo,104310,80.63261490212888
Gasabo,399065,75.76682085982142
Gasabo,327812,52.10293922109801
Gasabo,327751,59.763508322158536
Gasabo,106595,54.95193642432152
Gasabo,154005,63.231308250580994
Gasabo,642072,88.10063266460347
Gasabo,293543,88.46064806692988
Gasabo,325891,67.34523068675054
Gasabo,287666,68.0093796633787
Gasabo,321658,75.64088769800517
Gasabo,466232,82.26079248107311
Gasabo,343520,59.79529629571303
Gasabo,340199,51.017844831020106
Gasabo,213120,58.01390764601946
Gasabo,319395,67.40809542891003
Gasabo,276198,86.98902665098709
Gasabo,418926,68.43013289655624
Gasabo,144533,69.91496126848975
Gasabo,194213,58.444774158776056
Gasabo,624456,76.87923980103795
Gasabo,256719,56.2435650776026
Gasabo,684134,59.13545182713636
Gasabo,175984,61.664977995205916
Gasabo,388054,54.522738713924916
Gasabo,534361,57.74351327061097
Gasabo,541331,56.72692313059606
Gasabo,343409,61.221937160583096
Gasabo,392289,56.499821907029585
Gasabo,342687,68.00316505948632
Gasabo,183156,67.0149046741423
Gasabo,641390,67.64000146205862
Gasabo,521360,89.14954439431312
Gasabo,242225,89.37635552211889
Gasabo,566384,67.29529418726133
Gasabo,472234,54.58607175292536
Gasabo,332071,82.16863452635849
Gasabo,598190,50.141835326494196
Gasabo,690631,74.53448026965745
Gasabo,577591,61.516020035275616
Gasabo,542061,60.31725755538376
Gasabo,601656,72.59663700797036
Gasabo,215093,79.9548021667789
Gasabo,123053,72.85414927925534
Gasabo,629306,61.27609992121132
Gasabo,314566,71.91293325721792
Gasabo,644576,73.96787175849612
Gasabo,414999,80.93746973240967
Gasabo,643690,50.03305618971644
Gasabo,536541,85.24201626925498
Gasabo,447193,53.3746629815662
Gasabo,214886,51.05933442079505
Gasabo,135123,86.34591903537141
Gasabo,568427,52.923103113577056
Gasabo,421397,72.30470461342016
Gasabo,615430,83.00373582324661
Gasabo,400100,83.32203160651355
Gasabo,446810,73.06668869405118
Gasabo,680359,56.04560619371383
Gasabo,356323,53.57749279556829
Gasabo,223558,72.07885720476882
Gasabo,552505,71.58814644763793
Gasabo,657486,71.68458976010305
Gasabo,483429,83.95289729496662
Gasabo,106368,85.15977527922394
Gasabo,422551,53.278044945088425
Gasabo,285900,55.725764163891334
Gasabo,436998,76.76980534514885
Gasabo,230942,50.05842699690728
Gasabo,162427,87.73750231961725
Gasabo,434265,60.12472949477413
Gasabo,566423,87.37551099762216
Gasabo,637692,82.657728345582
Gasabo,132836,61.352463529686176
Gasabo,315080,87.41209646051645
Gasabo,331632,81.5653409187967
Gasabo,493573,62.07840327048241
Gasabo,327050,61.54251243481973
Gasabo,113303,63.14760384449345
Gasabo,306633,88.73248437961028
Gasabo,235025,54.26310570014802
Gasabo,399630,59.63385209374928
Gasabo,634766,51.074434334874105
Gasabo,627063,61.23384425036928
Gasabo,566204,52.01190875679814
Gasabo,331355,66.23465983924015
Gasabo,520625,87.08183382481886
Gasabo,520195,65.41524742507323
Gasabo,256208,65.01811682292153
Gasabo,533815,71.25060641115374
Gasabo,234291,62.3415080616418
Gasabo,698633,65.67732379304874
Gasabo,548818,83.15182461066422
Gasabo,592673,61.241728906270794
Gasabo,344212,70.43381801929544
Gasabo,626981,63.319939837605844
Gasabo,169047,84.08842367211352
Gasabo,647003,52.81450564854717
Gasabo,241650,59.28722451316501
Gasabo,193975,74.4949785053371
Gasabo,333136,73.03343708917298
Gasabo,625431,55.262000191887424
Gasabo,157668,62.686824577824396
Gasabo,505790,79.69472067986246
Gasabo,575111,88.5885599628325
Gasabo,343949,81.02150202650847
Gasabo,690406,76.28944546865128
Gasabo,218277,88.02066076501325
Gasabo,375957,52.06984643832597
Gasabo,374111,54.8004307439391
Gasabo,200248,78.61202310199695
Gasabo,551283,68.73493877738531
Gasabo,259468,89.05899985086361
Gasabo,683846,61.70838165499575
Gasabo,639877,60.03937876478851
Gasabo,463673,79.3622536766677
Gasabo,143370,54.5253853994997
Gasabo,412538,51.36309779590922
Gasabo,583272,74.43221193217555
Gasabo,181737,73.046400935672
Gasabo,214170,62.75035969117519
Gasabo,332519,52.41334618124355
Gasabo,653653,81.12230687178624
Gasabo,275473,72.85934245646408
Gasabo,485622,63.96878925466642
Gasabo,669829,73.06691254787994
Gasabo,251122,58.938337442524244
Gasabo,110687,69.67609504263788
Gasabo,197798,88.11422705840093
Gasabo,503631,55.20863097413494
Gasabo,326053,76.8224025808991
Gasabo,473186,76.45885015234968
Gasabo,663921,59.30244371692504
Gasabo,440092,66.17637367090447
Gasabo,617423,62.94816260259486
Gasabo,301760,72.82759853622895
Gasabo,686650,52.95124655507945
Gasabo,148436,68.26420406839401
Gasabo,647236,66.00464416835558
Gasabo,434106,70.84763425553945
Gasabo,345876,64.36021575794867
Gasabo,459844,61.88405892054734
Gasabo,132381,60.602267778259446
Gasabo,171875,71.3400300309718
Gasabo,480182,83.49838928933319
Gasabo,268370,66.53107487809464
Gasabo,460409,59.79754085674422
Gasabo,454395,61.86209323724054
Gasabo,425113,50.68561024544963
Gasabo,410135,84.8156463964655
Gasabo,280646,83.38262952017391
Gasabo,218811,77.86231794159279
Gasabo,524457,80.52199124022735
Gasabo,564260,51.5327105218614
Gasabo,117778,61.982394312949424
Gasabo,684483,80.16480748679594
Gasabo,645155,85.13056984512127
Gasabo,167240,74.64143069674232
Gasabo,217489,64.18439392451799
Gasabo,131749,87.31946734304947
Gasabo,457568,65.4937535824151
Gasabo,615407,65.3833005216372
Gasabo,577043,62.96595523582188
Gasabo,658591,83.96367414867669
Gasabo,232652,84.74847481420767
Gasabo,189442,60.880012680314884
Gasabo,343791,62.80224508372004
Gasabo,288404,86.30113077894049
Gasabo,459992,54.81525260493991
Gasabo,107777,54.6102604825084
Gasabo,660136,74.80821598989107
Gasabo,560126,58.915717703016846
Gasabo,162765,71.48936098719422
Gasabo,547637,69.54920979552759
Gasabo,436338,65.45924726352818
Gasabo,352478,72.92196559128803
Gasabo,471121,68.94731957084343
Gasabo,260616,52.5023916828376
Gasabo,449967,67.36446249752149
Gasabo,245863,75.69395749758573
Gasabo,264534,56.414402428184516
Gasabo,228238,56.39276705331521
Gasabo,179849,61.709140520024384
Gasabo,525576,84.26023693171172
Gasabo,246602,78.51822563786405
Gasabo,552368,51.77775429258205
Gasabo,567906,70.97636219247401
Gasabo,180227,77.44083346316856
Gasabo,282381,67.60184513755085
Gasabo,551522,84.56579317250254
Gasabo,237969,76.51910599470001
Gasabo,648949,81.14745298045749
Gasabo,654236,74.04682184299641
Gasabo,484438,69.00302451507412
Gasabo,518753,62.59263100918546
Gasabo,135447,84.9165516520165
Gasabo,386167,89.25773136417884
Gasabo,182797,53.50294008715297
Gasabo,604261,78.664512118056
Gasabo,291586,77.36909899379684
Gasabo,498402,69.45145622345545
Gasabo,677798,88.37967362436194
Gasabo,103684,63.723842671408164
Gasabo,389004,81.3374544755695
Gasabo,148844,62.59313229277476
Gasabo,647733,66.62428677807236
Gasabo,274512,60.868656471989
Gasabo,166271,81.64646851706672
Gasabo,298628,52.244884715120264
Gasabo,293733,76.82688910710567
Gasabo,281252,63.023978762983916
Gasabo,112651,61.677639148331565
Gasabo,225912,64.11278048798063
Gasabo,304353,63.284265362616836
Gasabo,660952,79.67863133478602
Gasabo,105296,58.43556195715681
Gasabo,462389,59.77838886481585
Gasabo,659811,80.74976456216352
Gasabo,647099,71.00171183531197
Gasabo,669117,88.45656546522596
Gasabo,521898,65.43227825284274
Gasabo,237075,75.79184313272839
Gasabo,602919,76.73957359302581
Gasabo,281002,73.36511568031736
Gasabo,532523,59.33719727224138
Gasabo,613160,53.967934948364
Gasabo,422278,67.59299817069886
Gasabo,311296,85.4955115527559
Gasabo,667864,66.14372887277156
Gasabo,389102,52.499490554453175
Gasabo,468670,69.11297727519477
Gasabo,657664,87.19043792756665
Gasabo,594696,51.409581723589234
Gasabo,536020,52.800522005887245
Gasabo,372522,84.81711002120917
Gasabo,540719,69.59394114064295
Gasabo,548984,88.5870658187306
Gasabo,179254,80.3473358358852
Gasabo,149811,75.15641283235232
Gasabo,471616,76.86173052926286
Gasabo,252452,65.18855445299141
Gasabo,628526,61.71147506466674
Gasabo,568021,87.7681409631135
Gasabo,679547,66.8797889260328
Gasabo,233679,75.70558545479923
Gasabo,272134,81.96354210713153
Gasabo,339644,52.15455813071925
Gasabo,286043,81.13980204449109
Gasabo,441824,51.140958245314486
Gasabo,513231,56.15668622433954
Gasabo,597523,79.10830965099399
Gasabo,429364,69.73642909010513
Gasabo,185095,64.55889688658971
Gasabo,342367,83.88190000372337
Gasabo,689880,86.5159745935292
Gasabo,593961,58.3284367843104
Gasabo,610303,67.80269897561988
Gasabo,345094,50.486625546353835
Gasabo,681006,65.92601907239477
Gasabo,260155,68.16001882750842
Gasabo,593290,59.87166083429411
Gasabo,365605,64.2994776381048
Gasabo,313526,82.5432574544069
Gasabo,417645,60.38377665075643
Gasabo,163962,88.58195419898726
Gasabo,634081,70.19136109548356
Gasabo,427674,52.63424560931024
Gasabo,487859,77.75948222557358
Gasabo,446426,55.18740211300013
Gasabo,251642,78.1310710296307
Gasabo,360099,55.42473422205561
Gasabo,186266,82.87324135132633
Gasabo,124142,55.93764480877271
Gasabo,591096,87.28934680418504
Gasabo,410820,80.8391045579542
Gasabo,290532,84.65523654483214
Gasabo,697503,81.02569784099855
Gasabo,106177,80.24947127055815
Gasabo,426796,50.20769781178411
Gasabo,459240,62.85789858365016
Gasabo,596970,85.23914785715041
Gasabo,494841,63.11562593864051
Gasabo,531895,80.1891150480902
Gasabo,345368,63.360073204551824
Gasabo,511283,58.78228197097461
Gasabo,175363,50.2197413284913
Gasabo,561968,89.06334867649315
Gasabo,268180,58.5335187551465
Gasabo,216663,57.435287003265
Gasabo,357822,82.59591184618728
Gasabo,537455,80.43009606570908
Gasabo,511905,54.20591744468226
Gasabo,655847,79.18066146062853
Gasabo,419973,80.86380153902158
Gasabo,420782,70.6108467254291
Gasabo,326774,56.33965410732238
Gasabo,558717,57.772178848243094
Gasabo,392253,80.0002734028434
Gasabo,232796,83.07101877165566
Gasabo,596634,72.8951736843944
Gasabo,122328,56.416416740673114
Gasabo,573734,87.66712593030167
Gasabo,377609,70.10193873731839
Gasabo,316548,63.82491734049009
Gasabo,349451,84.40228312383974
Gasabo,355446,53.92499191163012
Gasabo,118437,79.39177132407302
Gasabo,500562,51.09365226429907
Gasabo,282524,51.6749886804078
Gasabo,670784,72.6346523661473
Gasabo,106546,81.90251932019697
Gasabo,517666,50.42291451664372
Gasabo,390468,73.27351066021205
Gasabo,388572,51.44186014067457
Gasabo,409477,64.19156284276285
Gasabo,337256,67.8326128834712
Gasabo,524780,65.87625051051486
Gasabo,246268,53.26452712929892
Gasabo,180352,70.81291939037322
Gasabo,679182,50.095686925896985
Gasabo,636177,88.96811200091315
Gasabo,502013,87.84794488680389
Gasabo,268118,80.7534789314059
Gasabo,107920,73.0484518825589
Gasabo,699335,78.08137851558192
Gasabo,182541,69.54929050664046
Gasabo,694156,52.05975662665938
Gasabo,361043,85.78380777388863
Gasabo,388313,87.77527911195764
Gasabo,367961,64.17899097896225
Gasabo,552242,85.30438060303186
Gasabo,499668,56.27078806142903
Gasabo,676012,80.90013137113216
Gasabo,331383,62.26350718029689
Gasabo,481335,66.2680957408902
Gasabo,619388,53.43397396132953
Gasabo,466899,80.86773664295471
Gasabo,535422,57.604282101836866
Gasabo,252138,74.07285842997145
Gasabo,334746,50.371842121144574
Gasabo,294552,62.356411500928445
Gasabo,201806,75.76008331286647
Gasabo,506535,71.51669775018732
Gasabo,172128,62.87788816185335
Gasabo,397362,69.06726312227286
Gasabo,686506,57.52931265927473
Gasabo,485320,73.77705654918142
Gasabo,377807,83.50816076556272
Gasabo,224196,77.27769120373823
Gasabo,198918,84.68516143861916
Gasabo,127441,72.39493180348204
Gasabo,444585,53.1873710675025
Gasabo,125755,62.34355130578312
Gasabo,262560,81.0708374518552
Gasabo,234953,87.2726998810731
Gasabo,671131,59.44713245944807
Gasabo,422143,55.37831149776728
Gasabo,451898,63.96332415851029
Gasabo,516316,60.554476136780416
Gasabo,520908,55.12663814753136
Gasabo,520249,59.695401811449315
Gasabo,605030,62.39406603514224
Gasabo,466043,55.29728088210114
Gasabo,339215,88.37763901085087
Gasabo,389705,59.731559267826576
Gasabo,530128,59.61292052898152
Gasabo,488319,54.983814668027975
Gasabo,564611,55.279763418637565
Gasabo,540879,62.20463209254226
Gasabo,495900,89.72957463275458
Gasabo,342665,60.07927719833839
Gasabo,641017,79.59266537290677
Gasabo,160703,75.11940142709314
Gasabo,409092,69.74798308322283
Gasabo,250150,76.9767660414198
Gasabo,300147,80.96570511322648
Gasabo,615410,80.99443660066612
Gasabo,445941,69.7963255807315
Gasabo,437787,54.61055908452416
Gasabo,356582,57.82015712853161
Gasabo,489779,89.03103731376129
Gasabo,244657,77.61809336429306
Gasabo,586296,56.576587564576776
Gasabo,118063,82.49739122865822
Gasabo,478835,52.42333363950958
Gasabo,354265,86.44550152020958
Gasabo,665833,52.371243186108465
Gasabo,276178,53.01382385934006
Gasabo,149813,57.73834210067707
Gasabo,264997,81.07788566381865
Gasabo,598153,54.84420512750204
Gasabo,369216,65.49370729940259
Gasabo,593649,73.91874378061034
Gasabo,633190,69.40827380872855
Gasabo,430092,62.51710113310499
Gasabo,538031,73.87868086365357
Gasabo,265275,67.04751330468152
Gasabo,246927,53.713832177618045
Gasabo,688198,57.2901904199871
Gasabo,481333,74.7051678062945
Gasabo,347895,58.992386784488865
Gasabo,664780,54.98465879403786
Gasabo,462553,84.83084756828039
Gasabo,584947,84.94384497481656
Gasabo,445956,86.02291842235212
Gasabo,145290,70.88257764632989
Gasabo,397262,82.81615416420752
Gasabo,636546,51.5266945353623
Gasabo,155491,73.60741034323388
Gasabo,534908,87.63279396647792
Gasabo,166241,77.91188251366464
Gasabo,620161,74.81352420252279
Gasabo,420527,61.672617040986516
Gasabo,663738,67.68393495690384
Gasabo,122274,56.9330790102788
Gasabo,620294,70.4923869462334
Gasabo,496429,61.566203960953594
Gasabo,598449,79.17138075753067
Gasabo,679705,59.74699839970901
Gasabo,192019,81.13279806007365
Gasabo,242374,52.10520560406556
Gasabo,663026,82.93573303757903
Gasabo,689573,79.8913983418482
Gasabo,357808,54.50421744742209
Gasabo,613160,63.59339415647251
Gasabo,311239,62.05807076103498
Gasabo,385524,62.50303013148253
Gasabo,670618,59.7203709850515
Gasabo,388316,60.164565231669016
Gasabo,575139,85.87283397281738
Gasabo,683597,80.0342140974877
Gasabo,118846,88.30201025934045
Gasabo,477122,73.9340384187414
Gasabo,427859,75.0763748476846
Gasabo,491229,72.1034432541557
Gasabo,367549,76.85475825070347
Gasabo,260765,73.54986237511129
Gasabo,488684,68.96334985805048
Gasabo,559443,74.36303090966445
Gasabo,475980,69.31833642110107
Gasabo,245573,53.67432258741622
Gasabo,235735,78.6041580103999
Gasabo,695083,53.97189927874508
Gasabo,242990,57.80737260413968
Gasabo,516832,89.11056521225905
Gasabo,327793,50.845391348481975
Gasabo,275493,80.36741198307901
Gasabo,218634,77.51202139239375
Gasabo,589284,78.77780233892537
Gasabo,573094,72.77644213737446
Gasabo,256303,83.28986550870157
Gasabo,609505,84.73319343017279
Gasabo,314711,61.10657725918975
Gasabo,267950,75.27821194467508
Gasabo,697586,84.69392091087212
Gasabo,597326,88.10015224633574
Gasabo,667626,78.60863725496131
Gasabo,242384,76.96441462371916
Gasabo,262475,59.09317712794008
Gasabo,204456,66.06255017650236
Gasabo,240351,50.67889399312484
Gasabo,359661,80.3187966084443
Gasabo,455741,58.625037318576794
Gasabo,570347,65.98729945657168
Gasabo,218488,66.35693455796644
Gasabo,195485,79.86567121793523
Gasabo,517672,57.57516188819386
Gasabo,422890,51.44491866307517
Gasabo,457798,86.08612769317757
Gasabo,426476,56.31623282687906
Gasabo,634162,68.53396286881754
Gasabo,587241,85.54948564717837
Gasabo,690957,75.38629821428383
Gasabo,610522,56.78384570944743
Gasabo,151892,81.2505925029113
Gasabo,603000,82.298023828164
Gasabo,404068,83.50853043259002
Gasabo,419748,59.933763323364104
Gasabo,576985,79.96182539114918
Gasabo,228596,53.92836445356782
Gasabo,672401,80.38956502172846
Gasabo,699220,89.63782728314872
Gasabo,589282,55.14745822261706
Gasabo,533964,81.02678473178614
Gasabo,686777,70.5561901839454
Gasabo,283135,78.046849673349
Gasabo,526524,52.58442389964783
Gasabo,149980,54.37530901621079
Gasabo,126378,51.432265059567875
Gasabo,676696,51.911468199531136
Gasabo,176177,75.93618480171024
Gasabo,447904,82.69131041524405
Gasabo,369543,80.3663576990235
Gasabo,284920,65.46369518191496
Gasabo,409287,82.26302114119534
Gasabo,402658,51.73056184412691
Gasabo,270625,78.15305417813867
Gasabo,161718,82.9505420481271
Gasabo,640954,83.54149377239031
Gasabo,253947,88.9754477180283
Gasabo,573525,75.82946787344082
Gasabo,349324,61.12521912140592
Gasabo,306558,79.64438052353016
Gasabo,244055,59.31159367546748
Gasabo,215329,69.564764174581
Gasabo,634029,51.42413700598089
Gasabo,326177,52.90127225238875
Gasabo,590563,65.76436111759786
Gasabo,105730,63.74629459078992
Gasabo,173114,80.10894900425889
Gasabo,486242,77.03753659132332
Gasabo,603806,72.74974217699288
Gasabo,620105,53.30462137257497
Gasabo,638384,59.96427881291793
Gasabo,358939,62.78186946604261
Gasabo,508265,79.15793451499357
Gasabo,118727,50.70625753942826
Gasabo,142422,56.70782148445205
Gasabo,574742,67.70404453768217
Gasabo,113143,80.88876189802377
Gasabo,204460,53.73355160859221
Gasabo,411450,58.79886038791712
Gasabo,199490,82.22394471451518
Gasabo,507436,59.66851520576015
Gasabo,101317,74.04334674045634
Gasabo,192036,88.878491528773
Gasabo,519272,52.010869563582354
Gasabo,315984,52.07669344978242
Gasabo,370236,87.2865956985161
Gasabo,102501,84.92156888649885
Gasabo,621144,76.2797862703907
Gasabo,308879,61.21502759091199
Gasabo,323582,81.02406278796146
Gasabo,497778,60.593536065462125
Gasabo,604683,76.62764552449732
Gasabo,517451,86.55594248677566
Gasabo,559172,54.00734405158847
Gasabo,463200,55.79389566222972
Gasabo,350854,85.25041496151078
Gasabo,281485,64.13462065956293
Gasabo,369649,88.90036185961354
Gasabo,418951,85.54896466352287
Gasabo,303914,59.78423340432602
Gasabo,129278,89.60961788911045
Gasabo,542400,63.790436463981735
Gasabo,615657,84.22315984469168
Gasabo,403483,77.38770842728161
Gasabo,428279,75.83486708285143
Gasabo,463522,58.138911337169006
Gasabo,611488,60.65455983652209
Gasabo,381883,76.82962438222401
Gasabo,330703,84.62721208931902
Gasabo,186373,52.80653880037881
Gasabo,446857,66.28173976069172
Gasabo,345240,68.03359557472349
Gasabo,321220,74.54870219851553
Gasabo,106952,64.08637879351237
Gasabo,117374,88.58391965970921
Gasabo,492236,60.097305051491986
Gasabo,558950,78.84276406857194
Gasabo,310901,85.14844652247103
Gasabo,218220,75.73308760717043
Gasabo,396045,70.43695351119138
Gasabo,177363,64.02804420150223
Gasabo,644806,59.410115090439845
Gasabo,575184,79.15204736643553
Gasabo,337839,82.64359105495379
Gasabo,463294,83.50132607623495
Gasabo,460445,54.875527454793456
Gasabo,215113,83.5411323901568
Gasabo,653758,51.98083956167561
Gasabo,387481,80.03487088112192
Gasabo,584663,66.09315706892914
Gasabo,229469,53.352384774533384
Gasabo,260012,82.29876703917199
Gasabo,421373,83.67229853300385
Gasabo,405712,64.92883192291441
Gasabo,469867,70.76945670505701
Gasabo,479050,58.23340132774962
Gasabo,299292,58.821674040699435
Gasabo,528591,72.98084022545578
Gasabo,326362,58.3794581260223
Gasabo,523025,50.61854483749539
Gasabo,198137,71.13991127649292
Gasabo,287233,85.04071229769691
Gasabo,554834,56.51389601757599
Gasabo,430883,72.54094579780492
Gasabo,448783,72.85253590395865
Gasabo,208955,65.90755094387458
Gasabo,667297,57.735847677557125
Gasabo,308793,85.2743270171869
Gasabo,290879,60.87921645260866
Gasabo,546375,80.89105332185949
Gasabo,424894,68.38986631795052
Gasabo,664843,67.95582982193777
Gasabo,157234,81.73121776757839
Gasabo,630861,65.21558884121194
Gasabo,289471,58.98982331710415
Gasabo,590543,68.58240062704496
Gasabo,418296,56.59351123802149
Gasabo,254473,66.78992160543643
Gasabo,630648,73.52972515397413
Gasabo,318175,89.22621252420616
Gasabo,349877,79.51375726805074
Gasabo,435193,81.51967304443832
Gasabo,169302,67.9670619683479
Gasabo,554677,57.90973786961003
Gasabo,331451,86.91228330229617
Gasabo,381736,52.43947071043031
Gasabo,472890,60.27133416270375
Gasabo,522649,79.46855146406156
Gasabo,462983,62.68292368163703
Gasabo,207557,61.88829290935345
Gasabo,292251,55.84242796013179
Gasabo,277367,84.17961326286317
Gasabo,516745,83.86571083597053
Gasabo,680377,78.74923792769309
Gasabo,143899,55.61827290850879
Gasabo,248063,64.26306839295069
Gasabo,116414,73.39018432875511
Gasabo,257311,83.13432070732374
Gasabo,244199,89.65099873100469
Gasabo,238187,57.616089108276334
Gasabo,509014,51.75667138546536
Gasabo,317946,61.570694578919976
Gasabo,226845,85.69383495139871
Gasabo,663240,51.93641731454417
Gasabo,382397,75.50110168200536
Gasabo,328260,76.16805598536297
Gasabo,235116,72.99763369916468
Gasabo,651325,74.77881356214031
Gasabo,257674,66.70182002402345
Gasabo,594665,64.00806283603359
Gasabo,459808,82.55628002717515
Gasabo,185837,84.02353437392364
Gasabo,520699,81.45957016283532
Gasabo,615291,86.1457274020652
Gasabo,136523,87.3327064324964
Gasabo,663096,57.73761101291361
Gasabo,529392,85.38145335794499
Gasabo,224110,63.09947166615787
Gasabo,405130,61.79737223572276
Gasabo,426863,56.411891830069926
Gasabo,571167,70.0626169555372
Gasabo,584808,76.08746820627414
Gasabo,102387,89.60870549148419
Gasabo,285971,64.57853961587836
Gasabo,450180,54.13862452698777
Gasabo,321229,88.0838417920612
Gasabo,185193,59.44818809075987
Gasabo,355543,87.97825487959696
Gasabo,234069,80.59052739162182
Gasabo,671878,77.93871614680131
Gasabo,299326,64.63144347430668
Gasabo,322808,63.58909413408318
Gasabo,514723,64.59960199997643
Gasabo,409753,65.56896059032744
Gasabo,548667,75.19649311179167
Gasabo,210168,59.99361741733114
Gasabo,559890,78.74437039849606
Gasabo,151702,54.64986125780332
Gasabo,335468,68.07445470119924
Gasabo,443892,87.1199859627407
Gasabo,578197,67.39184253923608
Gasabo,595565,51.81233667884874
Gasabo,400109,74.64575706328961
Gasabo,522280,86.31049443409982
Gasabo,668545,60.74888665963172
Gasabo,301448,56.11096374648433
Gasabo,132293,73.86830710732708
Gasabo,611711,86.62787968689894
Gasabo,431737,72.63645552048894
Gasabo,186978,88.15635299291716
Gasabo,386695,54.80700493226497
Gasabo,370269,56.74331518794308
Gasabo,647425,75.68562647935437
Gasabo,477849,67.68040913881238
Gasabo,259003,55.45587839820558
Gasabo,314105,75.83450472706379
Gasabo,490561,67.30496981201031
Gasabo,179069,68.91962511466282
Gasabo,399631,58.06897721202138
Gasabo,387824,68.77896184818266
Gasabo,191393,75.91632206637077
Gasabo,144335,66.69648686888185
Gasabo,304278,81.36561642242523
Gasabo,619741,66.2682637648268
Gasabo,666833,64.13356958801769
Gasabo,259344,50.061981406820266
Gasabo,309422,85.54941801394253
Gasabo,615489,60.197723441871226
Gasabo,265078,71.4939572538686
Gasabo,216616,52.23681677796504
Gasabo,433778,82.98034838170473
Gasabo,160800,67.57387415006644
Gasabo,277744,72.03201468414314
Gasabo,458054,84.86757103863573
Gasabo,546673,84.23279808302121
Gasabo,434890,52.2795641184039
Gasabo,403286,52.76888300137843
Gasabo,372845,58.19939192504544
Gasabo,600228,85.64130536361563
Gasabo,695032,78.81577201006368
Gasabo,480341,79.1649001793688
Gasabo,173815,67.67375883595128
Gasabo,113451,65.15234462781324
Gasabo,191453,60.115834803560944
Gasabo,467099,62.552163321059595
Gasabo,420042,87.91176717173002
Gasabo,190076,52.23736349094838
Gasabo,507258,58.48504897249356
Gasabo,288340,55.66361527072407
Gasabo,692297,79.77146072789624
Gasabo,560111,83.80365417610156
Gasabo,568786,71.57565815772305
Gasabo,283750,86.5133975274882
Gasabo,679008,63.719425386897214
Gasabo,163880,75.71495571881215
Gasabo,264084,87.80985436531238
Gasabo,411135,73.11884966067882
Gasabo,110661,70.81576110544722
Gasabo,359611,60.604431586137736
Gasabo,136963,73.75996499137668
Gasabo,225911,83.76419741677964
Gasabo,286729,73.94738620413912
Gasabo,545845,69.05644168137785
Gasabo,386135,87.05395475602293
Gasabo,209730,82.31340964203949
Gasabo,455008,50.93379475598368
Gasabo,667212,61.22962870068268
Gasabo,367752,63.72728059860121
Gasabo,279064,60.80103674868073
Gasabo,371149,76.96380291417957
Gasabo,279675,67.70087785064132
Gasabo,304360,77.71176099599327
Gasabo,386855,72.26030329078702
Gasabo,344134,66.42769106996748
Gasabo,339591,77.88948473412422
Gasabo,608334,66.44122094729882
Gasabo,631125,64.45037844589528
Gasabo,217843,74.01126568433854
Gasabo,508696,65.32039619833674
Gasabo,409558,63.09064503749373
Gasabo,684782,86.01793677038972
Gasabo,422234,77.82256456874393
Gasabo,178257,56.6727714302097
Gasabo,595789,54.92286870670737
Gasabo,244461,75.88652064517325
Gasabo,597224,66.8653563474293
Gasabo,692346,81.53205463041687
Gasabo,440494,53.170113029992024
Gasabo,467070,68.02973052085122
Gasabo,102082,57.29402128794542
Gasabo,590476,84.8532357611362
Gasabo,231581,77.88045208468958
Gasabo,510628,75.67263925180882
Gasabo,688583,78.85298307682032
Gasabo,445051,74.1961964021772
Gasabo,233813,87.43204813364567
Gasabo,357415,69.1704974529469
Gasabo,562463,82.85006615410012
Gasabo,245753,71.19760603733792
Gasabo,327061,65.43477653294458
Gasabo,667307,74.08336336627934
Gasabo,356212,52.62992575239306
Gasabo,334045,84.40090954158892
Gasabo,334059,86.73747799320873
Gasabo,190769,80.06724250167761
Gasabo,609372,85.12895796504482
Gasabo,694536,50.85277278121342
Gasabo,423672,59.63268926346467
Gasabo,665018,89.55305584320242
Gasabo,390314,55.24641118787763
Gasabo,431779,70.36917729747316
Gasabo,317415,72.59992280223732
Gasabo,388692,62.80534606711046
Gasabo,377185,88.15628814196023
Gasabo,293173,51.397936024198785
Gasabo,274522,80.512693114047
Gasabo,625110,58.38093725933769
Gasabo,177209,88.54248330067341
Gasabo,647527,89.862350226295
Gasabo,161057,76.78500683808178
Gasabo,124902,67.52632745788671
Gasabo,343285,50.030137554729
Gasabo,283174,55.153346636743336
Gasabo,303396,76.79635849543239
Gasabo,173731,55.65865985142985
Gasabo,454486,70.93702073014234
Gasabo,434087,81.09969201843525
Gasabo,628283,79.8001232771075
Gasabo,156328,68.69635818846328
Gasabo,475949,73.69548113739353
Gasabo,259107,54.33336636326264
Gasabo,625728,80.99180335746792
Gasabo,535365,70.54838578806346
Gasabo,414363,61.99371172289449
Gasabo,255185,59.42820915766313
Gasabo,110929,63.251991101078374
Gasabo,272916,52.872530915896576
Gasabo,473814,61.68117186691383
Gasabo,582094,81.5302684888145
Gasabo,360136,84.02365946154177
Gasabo,628733,80.8258583954668
Gasabo,378698,77.65277019682688
Gasabo,297887,84.8850900502797
Gasabo,683334,62.838972995480106
Gasabo,354021,69.36719208332889
Gasabo,153217,79.39445741804862
Gasabo,362657,62.51822186435995
Gasabo,449698,80.12736762033367
Gasabo,225956,76.68723533448858
Gasabo,546304,54.38536060944181
Gasabo,392023,87.11134652023247
Gasabo,673113,73.63570952526041
Gasabo,331475,79.1562646847849
Gasabo,252358,83.53239985867546
